song_id	line_id	word	lang	part_of_speech	lexeme	transliteration
0	1-3	울리지	kor	V,ger	울리다	ulriji
0	1-3	않아	kor	V,ger	않다	ana
0	1-4	희미하게	kor	A	희미다	huimihage
0	1-4	빛나던	kor	V	빛나다	bitnadeon
0	1-4	빛	kor	S	빛	bit
0	1-4	이	kor	PART	이	i
0	1-4	선명	kor	S	선명	seonmyeong
0	1-4	해져	kor	V	해지다	haejyeo
0	1-4	가네	kor	V	갈다	gane
0	2-1	you	en		you	None
0	2-1	know	en		know	None
0	2-1	we	en		we	None
0	2-1	go	en		go	None
0	2-1	up	en		up	None
0	2-1	up	en		up	None
0	2-1	yeah	en		yeah	None
0	2-1	we	en		we	None
0	2-1	don’t	en	punct	don’t	None
0	2-1	stop	en		stop	None
0	2-2	나의	kor	S	나의	naui
0	2-2	꿈	kor	S	꿈	kkum
0	2-2	이	kor	PART	이	i
0	2-2	내	kor	S	내	nae
0	2-2	손끝	kor	S	손끝	sonkkeut
0	2-2	에	kor	PART	에	e
0	2-2	닿을	kor	V,partcp	닿다	daeul
0	2-2	때까지	kor	S	때까지	ttaekkaji
0	2-3	you	en		you	None
0	2-3	know	en		know	None
0	2-3	we	en		we	None
0	2-3	go	en		go	None
0	2-3	up	en		up	None
0	2-3	up	en		up	None
0	2-3	till	en		till	None
0	2-3	we	en		we	None
0	2-3	touch	en		touch	None
0	2-3	the	en		the	None
0	2-3	sky	en		sky	None
0	2-4	내게	kor	ADV	내	naege
0	2-4	보이지	kor	V,ger	보이다	boiji
0	2-4	않아도	kor	V,ger	않다	anado
0	2-4	저	kor	S	저	jeo
0	2-4	끝까지	kor	S	끝까지	kkeutkkaji
0	2-4	가	kor	S	가	ga
0	2-5	this	en		this	None
0	2-5	is	en		is	None
0	2-5	our	en		our	None
0	2-5	start	en		start	None
0	2-5	line	en		line	None
0	2-5	our	en		our	None
0	2-5	start	en		start	None
0	2-5	line	en		line	None
0	2-5	our	en		our	None
0	2-5	start	en		start	None
0	2-5	line	en		line	None
0	2-6	0325	kor	NUM	0325	0325
0	2-6	너와	kor	S	너와	neowa
0	2-6	의	kor	PART,gen	의	ui
0	2-6	시작이야	kor	S	시작이야	sijagiya
0	3-1	태어나	kor	V	태어나다	taeeona
0	3-1	태어나	kor	V	태어나다	taeeona
0	3-1	나	kor	S	나	na
0	3-1	난	kor	S	난	nan
0	3-1	그때	kor	S	그때	geuttae
0	3-1	다시	kor	ADV	다시	dasi
0	3-1	태어나	kor	V	태어나다	taeeona
0	3-2	아무것도	kor	S	아무것도	amugeotdo
0	3-2	없던	kor	A	없다	eopdeon
0	3-2	흙	kor	S	흙	heuk
0	3-2	에	kor	PART	에	e
0	3-2	아름다운	kor	A,partcp	아름답다	areumdaun
0	3-2	꽃	kor	S	꽃	kkot
0	3-2	이	kor	PART	이	i
0	3-2	피어나	kor	V	피어나다	pieona
0	3-3	이런	kor	A	이런다	ireon
0	3-3	내	kor	S	내	nae
0	3-3	곁	kor	S	곁	gyeot
0	3-3	에	kor	PART	에	e
0	3-3	stay	en		stay	None
0	3-3	해준	kor	V,partcp	하다	haejun
0	3-3	넌	kor	V,partcp	널다	neon
0	3-3	날	kor	S	날	nal
0	3-3	더	kor	S	더	deo
0	3-3	특별하게	kor	V	특별다	teukbyeolhage
0	3-3	해	kor	S	해	hae
0	3-4	같은	kor	A,partcp	같다	gateun
0	3-4	꿈	kor	S	꿈	kkum
0	3-4	으로	kor	PART	으로	euro
0	3-4	시작	kor	S	시작	sijak
0	3-4	더	kor	S	더	deo
0	3-4	큰	kor	A,partcp	크다	keun
0	3-4	꿈	kor	S	꿈	kkum
0	3-4	을	kor	PART,acc	을	eul
0	3-4	향하게	kor	ADV	향하	hyanghage
0	3-4	돼	kor	A	되다	dwae
0	4-1	힘들었던	kor	A	힘들다	himdeureotdeon
0	4-1	순간들	kor	S	순간	sungandeul
0	4-1	no	en		no	None
0	4-1	more	en		more	None
0	4-2	홀로	kor	ADV	홀로	holro
0	4-2	선	kor	S	선	seon
0	4-2	시간들	kor	S	시간	sigandeul
0	4-2	no	en		no	None
0	4-2	more	en		more	None
0	4-3	멀어진다	kor	A,ger	멀	meoreojinda
0	4-3	멀어진다	kor	A,ger	멀	meoreojinda
0	4-3	길었던	kor	V	긷다	gireotdeon
0	4-3	혼란	kor	S	혼란	honran
0	4-3	의	kor	PART,gen	의	ui
0	4-3	끝	kor	S	끝	kkeut
0	4-3	에	kor	PART	에	e
0	4-3	그	kor	A	그다	geu
0	4-3	어둠	kor	S	어둠	eodum
0	4-3	이	kor	PART	이	i
0	4-3	멀어진다	kor	A,ger	멀	meoreojinda
0	4-4	희미하게	kor	A	희미다	huimihage
0	4-4	빛나던	kor	V	빛나다	bitnadeon
0	4-4	빛	kor	S	빛	bit
0	4-4	이	kor	PART	이	i
0	4-4	선명	kor	S	선명	seonmyeong
0	4-4	해져	kor	V	해지다	haejyeo
0	4-4	가네	kor	V	갈다	gane
0	5-1	you	en		you	None
0	5-1	know	en		know	None
0	5-1	we	en		we	None
0	5-1	go	en		go	None
0	5-1	up	en		up	None
0	5-1	up	en		up	None
0	5-1	yeah	en		yeah	None
0	5-1	we	en		we	None
0	5-1	don’t	en	punct	don’t	None
0	5-1	stop	en		stop	None
0	5-2	나의	kor	S	나의	naui
0	5-2	꿈	kor	S	꿈	kkum
0	5-2	이	kor	PART	이	i
0	5-2	내	kor	S	내	nae
0	5-2	손끝	kor	S	손끝	sonkkeut
0	5-2	에	kor	PART	에	e
0	5-2	닿을	kor	V,partcp	닿다	daeul
0	5-2	때까지	kor	S	때까지	ttaekkaji
0	5-3	you	en		you	None
0	5-3	know	en		know	None
0	5-3	we	en		we	None
0	5-3	go	en		go	None
0	5-3	up	en		up	None
0	5-3	up	en		up	None
0	5-3	till	en		till	None
0	5-3	we	en		we	None
0	5-3	touch	en		touch	None
0	5-3	the	en		the	None
0	5-3	sky	en		sky	None
0	5-4	내게	kor	ADV	내	naege
0	5-4	보이지	kor	V,ger	보이다	boiji
0	5-4	않아도	kor	V,ger	않다	anado
0	5-4	저	kor	S	저	jeo
0	5-4	끝까지	kor	S	끝까지	kkeutkkaji
0	5-4	가	kor	S	가	ga
0	6-1	can	en		can	None
0	6-1	you	en		you	None
0	6-1	stay	en		stay	None
0	6-1	right	en		right	None
0	6-1	with	en		with	None
0	6-1	me	en		me	None
0	6-1	with	en		with	None
0	6-1	me	en		me	None
0	6-2	cause	en		cause	None
0	6-2	we	en		we	None
0	6-2	gon	en		gon	None
0	6-2	do	en		do	None
0	6-2	it	en		it	None
0	6-2	together	en		together	None
0	6-2	너와	kor	S	너와	neowa
0	6-3	can	en		can	None
0	6-3	you	en		you	None
0	6-3	stay	en		stay	None
0	6-3	right	en		right	None
0	6-3	with	en		with	None
0	6-3	me	en		me	None
0	6-3	with	en		with	None
0	6-3	me	en		me	None
0	6-4	cause	en		cause	None
0	6-4	we	en		we	None
0	6-4	gon	en		gon	None
0	6-4	do	en		do	None
0	6-4	it	en		it	None
0	6-4	together	en		together	None
0	6-4	너와	kor	S	너와	neowa
0	7-1	you	en		you	None
0	7-1	know	en		know	None
0	7-1	we	en		we	None
0	7-1	go	en		go	None
0	7-1	up	en		up	None
0	7-1	up	en		up	None
0	7-1	yeah	en		yeah	None
0	7-1	we	en		we	None
0	7-1	don’t	en	punct	don’t	None
0	7-1	stop	en		stop	None
0	7-2	나의	kor	S	나의	naui
0	7-2	꿈	kor	S	꿈	kkum
0	7-2	이	kor	PART	이	i
0	7-2	내	kor	S	내	nae
0	7-2	손끝	kor	S	손끝	sonkkeut
0	7-2	에	kor	PART	에	e
0	7-2	닿을	kor	V,partcp	닿다	daeul
0	7-2	때까지	kor	S	때까지	ttaekkaji
0	7-3	쉬지	kor	V,ger	쉬다	swiji
0	7-3	않고	kor	V,ger	않다	anko
0	7-3	달렸던	kor	V	달리다	dalryeotdeon
0	7-3	난	kor	S	난	nan
0	7-3	나를	kor	V,partcp	나르다	nareul
0	7-3	기억해	kor	V	기억다	gieokhae
0	7-4	끝까지	kor	S	끝까지	kkeutkkaji
0	7-4	달려	kor	V	달리다	dalryeo
0	7-4	내	kor	S	내	nae
0	7-4	꿈	kor	S	꿈	kkum
0	7-4	이	kor	PART	이	i
0	7-4	보일	kor	V,partcp	보이다	boil
0	7-4	때까지	kor	S	때까지	ttaekkaji
0	7-5	you	en		you	None
0	7-5	know	en		know	None
0	7-5	we	en		we	None
0	7-5	go	en		go	None
0	7-5	up	en		up	None
0	7-5	up	en		up	None
0	7-5	till	en		till	None
0	7-5	we	en		we	None
0	7-5	touch	en		touch	None
0	7-5	the	en		the	None
0	7-5	sky	en		sky	None
0	7-6	내게	kor	ADV	내	naege
0	7-6	보이지	kor	V,ger	보이다	boiji
0	7-6	않아도	kor	V,ger	않다	anado
0	7-6	저	kor	S	저	jeo
0	7-6	끝까지	kor	S	끝까지	kkeutkkaji
0	7-6	가	kor	S	가	ga
0	7-7	잠시	kor	ADV	잠시	jamsi
0	7-7	넘어져	kor	V	넘어지다	neomeojyeo
0	7-7	조금씩	kor	ADV	조금씩	jogeumssik
0	7-7	흔들린대도	kor	V,partcp	흔들리다	heundeulrindaedo
0	7-7	절대로	kor	ADV	절대로	jeoldaero
0	7-7	포기는	kor	S	포기는	pogineun
0	7-7	말아	kor	V,ger	말다	mara
0	7-8	this	en		this	None
0	7-8	is	en		is	None
0	7-8	our	en		our	None
0	7-8	start	en		start	None
0	7-8	line	en		line	None
0	7-8	our	en		our	None
0	7-8	start	en		start	None
0	7-8	line	en		line	None
0	7-8	our	en		our	None
0	7-8	start	en		start	None
0	7-8	line	en		line	None
0	7-9	0325	kor	NUM	0325	0325
0	7-9	의	kor	PART,gen	의	ui
0	7-9	시작이야	kor	S	시작이야	sijagiya
1	0-1	i	en		i	None
1	0-1	know	en		know	None
1	0-1	i	en		i	None
1	0-1	love	en		love	None
1	0-1	you	en		you	None
1	1-1	이	kor	S	이	i
1	1-1	제로	kor	S	제로	jero
1	1-1	의	kor	PART,gen	의	ui
1	1-1	세계	kor	S	세계	segye
1	1-1	속	kor	S	속	sok
1	1-2	i	en		i	None
1	1-2	know	en		know	None
1	1-2	you’re	en	punct	you’re	None
1	1-2	my	en		my	None
1	1-2	1	kor	NUM	1	1
1	1-2		en			None
1	1-2	only	en		only	None
1	1-3	이	kor	S	이	i
1	1-3	끝	kor	S	끝	kkeut
1	1-3	이	kor	PART	이	i
1	1-3	없던	kor	A	없다	eopdeon
1	1-3	어둠	kor	S	어둠	eodum
1	1-3	속	kor	S	속	sok
1	1-4	like	en		like	None
1	1-4	oh	en		oh	None
1	1-4	my	en		my	None
1	1-4	god	en		god	None
1	1-4	so	en		so	None
1	1-4	holy	en		holy	None
1	2-1	뭐든	kor	PRO	뭐든	mwodeun
1	2-1	내	kor	S	내	nae
1	2-1	두	kor	S	두	du
1	2-1	손끝	kor	S	손끝	sonkkeut
1	2-1	에서	kor	PART	에서	eseo
1	2-1	는	kor	PART	는	neun
1	2-2	부리나케	kor	ADV	부리나케	burinake
1	2-2	도망가	kor	V	도망가다	domangga
1	2-2	멀리	kor	ADV	멀리	meolri
1	3-1	my	en		my	None
1	3-1	life	en		life	None
1	3-1	before	en		before	None
1	3-1	you	en		you	None
1	3-1	was	en		wa	None
1	3-1	a	en		a	None
1	3-1	mess	en		mess	None
1	3-2	언제나	kor	ADV	언제나	eonjena
1	3-2	단	kor	S	단	dan
1	3-2	한	kor	S	한	han
1	3-2	판	kor	S	판	pan
1	3-2	이길	kor	V,partcp	이기다	igil
1	3-2	수	kor	S	수	su
1	3-2	없던	kor	A	없다	eopdeon
1	3-2	체스	kor	S	체스	cheseu
1	3-3	oh	en		oh	None
1	3-3	we	en		we	None
1	4-1	무저갱	kor	S	무저갱	mujeogaeng
1	4-1	의	kor	PART,gen	의	ui
1	4-1	바닥	kor	S	바닥	badak
1	4-1	에서	kor	PART	에서	eseo
1	4-2	넌	kor	V,partcp	널다	neon
1	4-2	유1하게	kor	ADV	유	yu1hage
1	4-2	빛나던	kor	V	빛나다	bitnadeon
1	4-2	gold	en		gold	None
1	4-3	now	en		now	None
1	4-3	i	en		i	None
1	4-3	can't	en	punct	can't	None
1	4-3	stop	en		stop	None
1	4-3	thinking	en		thinking	None
1	4-3	bout	en		bout	None
1	4-3	you	en		you	None
1	4-4	when	en		when	None
1	4-4	i'm	en	punct	i'm	None
1	4-4	sinking	en		sinking	None
1	4-4	alone	en		alone	None
1	5-1	어느	kor	A	어느다	eoneu
1	5-1	날	kor	S	날	nal
1	5-1	내게	kor	ADV	내	naege
1	5-1	나타난	kor	V,partcp	나타나다	natanan
1	5-1	천사	kor	S	천사	cheonsa
1	5-2	데려가	kor	V	데려가다	deryeoga
1	5-2	줘	kor	V	주다	jwo
1	5-2	의	kor	PART,gen	의	ui
1	5-2	hometown	en		hometown	None
1	5-3	i	en		i	None
1	5-3	know	en		know	None
1	5-3	it's	en	punct	it's	None
1	5-3	real	en		real	None
1	5-3	i	en		i	None
1	5-3	can	en		can	None
1	5-3	feel	en		feel	None
1	5-3	it	en		it	None
1	6-1	난	kor	S	난	nan
1	6-1	문제	kor	S	문제	munje
1	6-1	투성이	kor	S	투	tuseongi
1	6-1	love	en		love	None
1	6-1	sick	en		sick	None
1	6-2	길이	kor	S	길이	giri
1	6-2	없었어	kor	V,ger	없었다	eopseosseo
1	6-3	죽어도	kor	V,ger	죽다	jugeodo
1	6-3	좋았어	kor	A	좋다	joasseo
1	6-4	i'm	en	punct	i'm	None
1	6-4	a	en		a	None
1	6-4	loser	en		loser	None
1	6-4	in	en		in	None
1	6-4	this	en		this	None
1	6-4	game	en		game	None
1	7-1	세계	kor	S	세계	segye
1	7-1	의	kor	PART,gen	의	ui
1	7-1	유1한	kor	S	유1한	yu1han
1	7-1	법칙	kor	S	법칙	beopchik
1	7-2	나를	kor	V,partcp	나르다	nareul
1	7-2	구해줘	kor	V	구하다	guhaejwo
1	7-3	내	kor	S	내	nae
1	7-3	손	kor	S	손	son
1	7-3	을	kor	PART,acc	을	eul
1	7-3	잡아줘	kor	V,ger	잡다	jabajwo
1	7-4	please	en		please	None
1	7-4	use	en		use	None
1	7-4	me	en		me	None
1	7-4	like	en		like	None
1	7-4	a	en		a	None
1	7-4	drug	en		drug	None
1	7-5	i	en		i	None
1	7-5	know	en		know	None
1	7-5	i	en		i	None
1	7-5	love	en		love	None
1	7-5	you	en		you	None
1	8-1	say	en		say	None
1	8-1	you	en		you	None
1	8-1	love	en		love	None
1	8-1	me	en		me	None
1	8-2	say	en		say	None
1	8-2	you	en		you	None
1	8-2	love	en		love	None
1	8-2	me	en		me	None
1	8-3	세계	kor	S	세계	segye
1	8-3	의	kor	PART,gen	의	ui
1	8-3	끝까지	kor	S	끝까지	kkeutkkaji
1	8-4	all	en		all	None
1	8-4	or	en		or	None
1	8-4	nothing	en		nothing	None
1	8-5	i	en		i	None
1	8-5	want	en		want	None
1	8-5	all	en		all	None
1	8-5	of	en		of	None
1	8-5	you	en		you	None
1	8-6	i	en		i	None
1	8-6	know	en		know	None
1	8-6	i	en		i	None
1	8-6	love	en		love	None
1	8-6	you	en		you	None
1	9-1	say	en		say	None
1	9-1	you	en		you	None
1	9-1	love	en		love	None
1	9-1	me	en		me	None
1	9-2	say	en		say	None
1	9-2	you	en		you	None
1	9-2	love	en		love	None
1	9-2	me	en		me	None
1	9-3	세계	kor	S	세계	segye
1	9-3	의	kor	PART,gen	의	ui
1	9-3	끝까지	kor	S	끝까지	kkeutkkaji
1	9-4	all	en		all	None
1	9-4	or	en		or	None
1	9-4	nothing	en		nothing	None
1	9-5	i	en		i	None
1	9-5	give	en		give	None
1	9-5	all	en		all	None
1	9-5	of	en		of	None
1	9-5	you	en		you	None
1	9-6	i	en		i	None
1	9-6	know	en		know	None
1	9-6	i	en		i	None
1	9-6	love	en		love	None
1	9-6	you	en		you	None
1	10-1	아마	kor	ADV	아마	ama
1	10-1	난	kor	S	난	nan
1	10-1	안될	kor	V,partcp	안다	andoel
1	10-1	거야	kor	V,ger	그다	geoya
1	10-2	천국	kor	S	천국	cheonguk
1	10-2	에	kor	PART	에	e
1	10-2	는	kor	PART	는	neun
1	10-2	못	kor	S	못	mot
1	10-2	갈	kor	V,partcp	가다	gal
1	10-2	거야	kor	V,ger	그다	geoya
1	10-3	난	kor	S	난	nan
1	10-3	어울리지	kor	V,ger	어울리다	eoulriji
1	10-3	않아	kor	V,ger	않다	ana
1	10-4	내	kor	S	내	nae
1	10-4	자리	kor	S	자리	jari
1	10-4	따위	kor	S,aux	따위	ttawi
1	10-4	천국	kor	S	천국	cheonguk
1	10-4	에	kor	PART	에	e
1	10-4	는	kor	PART	는	neun
1	10-4	없어	kor	A,ger	없	eopseo
1	11-1	뭐든	kor	PRO	뭐든	mwodeun
1	11-1	내	kor	S	내	nae
1	11-1	두	kor	S	두	du
1	11-1	발끝	kor	S	발끝	balkkeut
1	11-1	에서	kor	PART	에서	eseo
1	11-1	는	kor	PART	는	neun
1	11-2	새까맣게	kor	ADV	새까맣	saekkamake
1	11-2	물들었었지	kor	V	물들다	muldeureosseotji
1	12-1	my	en		my	None
1	12-1	life	en		life	None
1	12-1	before	en		before	None
1	12-1	you	en		you	None
1	12-1	was	en		wa	None
1	12-1	trash	en		trash	None
1	12-2	언제나	kor	ADV	언제나	eonjena
1	12-2	단	kor	S	단	dan
1	12-2	한	kor	S	한	han
1	12-2	발	kor	S	발	bal
1	12-2	붙일	kor	V,partcp	붙이다	butil
1	12-2	수	kor	S	수	su
1	12-2	없던	kor	A	없다	eopdeon
1	12-2	match	en		match	None
1	12-3	oh	en		oh	None
1	12-3	we	en		we	None
1	13-1	얼음뿐인	kor	V,partcp	얼음다	eoreumppunin
1	13-1	에서	kor	PART	에서	eseo
1	13-2	넌	kor	V,partcp	널다	neon
1	13-2	유1하게	kor	ADV	유	yu1hage
1	13-2	빛나던	kor	V	빛나다	bitnadeon
1	13-2	glow	en		glow	None
1	13-3	now	en		now	None
1	13-3	i	en		i	None
1	13-3	can't	en	punct	can't	None
1	13-3	stop	en		stop	None
1	13-3	thinking	en		thinking	None
1	13-3	bout	en		bout	None
1	13-3	you	en		you	None
1	13-4	when	en		when	None
1	13-4	i'm	en	punct	i'm	None
1	13-4	sinking	en		sinking	None
1	13-4	alone	en		alone	None
1	14-1	그러다	kor	V	그러다	geureoda
1	14-1	내게	kor	ADV	내	naege
1	14-1	나타난	kor	V,partcp	나타나다	natanan
1	14-1	천사	kor	S	천사	cheonsa
1	14-2	데려가	kor	V	데려가다	deryeoga
1	14-2	줘	kor	V	주다	jwo
1	14-2	의	kor	PART,gen	의	ui
1	14-2	hometown	en		hometown	None
1	14-3	i	en		i	None
1	14-3	know	en		know	None
1	14-3	it's	en	punct	it's	None
1	14-3	real	en		real	None
1	14-3	i	en		i	None
1	14-3	can	en		can	None
1	14-3	feel	en		feel	None
1	14-3	it	en		it	None
1	15-1	난	kor	S	난	nan
1	15-1	문제	kor	S	문제	munje
1	15-1	투성이	kor	S	투	tuseongi
1	15-1	love	en		love	None
1	15-1	sick	en		sick	None
1	15-2	길이	kor	S	길이	giri
1	15-2	없었어	kor	V,ger	없었다	eopseosseo
1	15-3	죽어도	kor	V,ger	죽다	jugeodo
1	15-3	좋았어	kor	A	좋다	joasseo
1	15-4	i'm	en	punct	i'm	None
1	15-4	a	en		a	None
1	15-4	loser	en		loser	None
1	15-4	in	en		in	None
1	15-4	this	en		this	None
1	15-4	game	en		game	None
1	16-1	세계	kor	S	세계	segye
1	16-1	의	kor	PART,gen	의	ui
1	16-1	유1한	kor	S	유1한	yu1han
1	16-1	법칙	kor	S	법칙	beopchik
1	16-2	나를	kor	V,partcp	나르다	nareul
1	16-2	구해줘	kor	V	구하다	guhaejwo
1	16-3	내	kor	S	내	nae
1	16-3	손	kor	S	손	son
1	16-3	을	kor	PART,acc	을	eul
1	16-3	잡아줘	kor	V,ger	잡다	jabajwo
1	16-4	please	en		please	None
1	16-4	use	en		use	None
1	16-4	me	en		me	None
1	16-4	like	en		like	None
1	16-4	a	en		a	None
1	16-4	drug	en		drug	None
1	16-5	i	en		i	None
1	16-5	know	en		know	None
1	16-5	i	en		i	None
1	16-5	love	en		love	None
1	16-5	you	en		you	None
1	17-1	구멍	kor	S	구멍	gumeong
1	17-1	난	kor	S	난	nan
1	17-1	영혼	kor	S	영혼	yeonghon
1	17-1	에	kor	PART	에	e
1	17-1	살이	kor	S	살이	sari
1	17-1	돋아	kor	V,ger	돋다	doda
1	17-2	추운	kor	S	추운	chuun
1	17-2	대기	kor	S	대기	daegi
1	17-2	가	kor	PART	가	ga
1	17-2	녹아가	kor	V,ger	녹다	nogaga
1	17-3	제로	kor	S	제로	jero
1	17-3	의	kor	PART,gen	의	ui
1	17-3	세계	kor	S	세계	segye
1	17-3	속	kor	S	속	sok
1	17-3	에	kor	PART	에	e
1	17-4	찾아낸	kor	V,partcp	찾아내다	chajanaen
1	17-4	너라는	kor	V,partcp	너다	neoraneun
1	17-4	온기	kor	S	온기	ongi
1	17-5	내	kor	S	내	nae
1	17-5	모두	kor	S	모두	modu
1	17-5	를	kor	PART,acc	를	reul
1	17-5	거둬가	kor	V	거두다	geodwoga
1	17-6	girl	en		girl	None
1	17-6	i	en		i	None
1	17-6	need	en		need	None
1	17-6	you	en		you	None
1	18-1	난	kor	S	난	nan
1	18-1	문제	kor	S	문제	munje
1	18-1	투성이	kor	S	투	tuseongi
1	18-1	love	en		love	None
1	18-1	sick	en		sick	None
1	18-2	길이	kor	S	길이	giri
1	18-2	없었어	kor	V,ger	없었다	eopseosseo
1	18-3	죽어도	kor	V,ger	죽다	jugeodo
1	18-3	좋았어	kor	A	좋다	joasseo
1	18-4	i'm	en	punct	i'm	None
1	18-4	a	en		a	None
1	18-4	loser	en		loser	None
1	18-4	in	en		in	None
1	18-4	this	en		this	None
1	18-4	game	en		game	None
1	18-5	세계	kor	S	세계	segye
1	18-5	의	kor	PART,gen	의	ui
1	18-5	유1한	kor	S	유1한	yu1han
1	18-5	법칙	kor	S	법칙	beopchik
1	18-6	나를	kor	V,partcp	나르다	nareul
1	18-6	구해줘	kor	V	구하다	guhaejwo
1	18-7	내	kor	S	내	nae
1	18-7	손	kor	S	손	son
1	18-7	을	kor	PART,acc	을	eul
1	18-7	잡아줘	kor	V,ger	잡다	jabajwo
1	18-8	please	en		please	None
1	18-8	use	en		use	None
1	18-8	me	en		me	None
1	18-8	like	en		like	None
1	18-8	a	en		a	None
1	18-8	drug	en		drug	None
1	18-9	i	en		i	None
1	18-9	know	en		know	None
1	18-9	i	en		i	None
1	18-9	love	en		love	None
1	18-9	you	en		you	None
1	19-1	say	en		say	None
1	19-1	you	en		you	None
1	19-1	love	en		love	None
1	19-1	me	en		me	None
1	19-2	say	en		say	None
1	19-2	you	en		you	None
1	19-2	love	en		love	None
1	19-2	me	en		me	None
1	19-3	세계	kor	S	세계	segye
1	19-3	의	kor	PART,gen	의	ui
1	19-3	끝까지	kor	S	끝까지	kkeutkkaji
1	19-4	all	en		all	None
1	19-4	or	en		or	None
1	19-4	nothing	en		nothing	None
1	19-5	i	en		i	None
1	19-5	want	en		want	None
1	19-5	all	en		all	None
1	19-5	of	en		of	None
1	19-5	you	en		you	None
1	19-6	i	en		i	None
1	19-6	know	en		know	None
1	19-6	i	en		i	None
1	19-6	love	en		love	None
1	19-6	you	en		you	None
1	20-1	say	en		say	None
1	20-1	you	en		you	None
1	20-1	love	en		love	None
1	20-1	me	en		me	None
1	20-2	say	en		say	None
1	20-2	you	en		you	None
1	20-2	love	en		love	None
1	20-2	me	en		me	None
1	20-3	세계	kor	S	세계	segye
1	20-3	의	kor	PART,gen	의	ui
1	20-3	끝까지	kor	S	끝까지	kkeutkkaji
1	20-4	all	en		all	None
1	20-4	or	en		or	None
1	20-4	nothing	en		nothing	None
1	20-5	i	en		i	None
1	20-5	give	en		give	None
1	20-5	all	en		all	None
1	20-5	of	en		of	None
1	20-5	you	en		you	None
1	20-6	i	en		i	None
1	20-6	know	en		know	None
1	20-6	i	en		i	None
1	20-6	love	en		love	None
1	20-6	you	en		you	None
2	0-1	이젠	kor	S	이젠	ijen
2	0-1	다	kor	S	다	da
2	0-1	컸는데	kor	A,ger	크	keotneunde
2	0-2	왜	kor	A	외다	wae
2	0-2	자꾸	kor	ADV	자꾸	jakku
2	0-2	애	kor	S	애	ae
2	0-2	취급해	kor	V	취급다	chwigeuphae
2	0-3	정말	kor	ADV	정말	jeongmal
2	0-3	컸다는데	kor	A,partcp	크다	keotdaneunde
2	0-4	oh	en		oh	None
2	0-4	yeah	en		yeah	None
2	1-1	키만	kor	S	키만	kiman
2	1-1	큰	kor	A,partcp	크다	keun
2	1-1	게	kor	S	게	ge
2	1-1	아냐	kor	INTJ	아냐	anya
2	1-2	귀엽다	kor	A	귀엽다	gwiyeopda
2	1-2	좀	kor	S	좀	jom
2	1-2	하지	kor	V,ger	하다	haji
2	1-2	마	kor	S	마	ma
2	1-3	그	kor	A	그다	geu
2	1-3	웃음은	kor	S	웃음은	useumeun
2	1-3	뭔데	kor	A	뭔다	mwonde
2	2-1	곧	kor	A	곧다	got
2	2-1	알게	kor	V	알다	alge
2	2-1	될	kor	A,partcp	되다	doel
2	2-1	거야	kor	V,ger	그다	geoya
2	2-2	강아지	kor	S	강아지	gangaji
2	2-2	취급하지만	kor		취급	chwigeuphajiman
